"Speaker","Bigram","n","log_odds"
"KAMALA HARRIS","speaking the",1,0.600899938692519
"KAMALA HARRIS","species And",1,1.12796585792963
"KAMALA HARRIS","speeches on",1,0.693448899880515
"KAMALA HARRIS","speeches or",1,1.12796585792963
"KAMALA HARRIS","spending as",1,0.420972476896209
"KAMALA HARRIS","spending time",1,0.420972476896209
"KAMALA HARRIS","spending tonight",1,1.12796585792963
"KAMALA HARRIS","spent almost",1,0.843020329926426
"KAMALA HARRIS","spent full",1,1.12796585792963
"KAMALA HARRIS","spent the",1,0.236247512891467
"KAMALA HARRIS","spoke with",1,0.451344268524663
"KAMALA HARRIS","staffs and",1,0.600899938692519
"KAMALA HARRIS","stage but",1,0.339429642894798
"KAMALA HARRIS","stage over",1,1.12796585792963
"KAMALA HARRIS","stage the",1,0.420972476896209
"KAMALA HARRIS","stage with",1,0.210407016549294
"KAMALA HARRIS","standing record",1,1.12796585792963
"KAMALA HARRIS","standing so",1,1.12796585792963
"KAMALA HARRIS","start signing",1,1.12796585792963
"KAMALA HARRIS","start there",1,0.451344268524663
"KAMALA HARRIS","state in",1,0.0925586686390126
"KAMALA HARRIS","state law",1,0.451344268524663
"KAMALA HARRIS","state that",1,0.0790648729610653
"KAMALA HARRIS","States and",1,0.0301188388434727
"KAMALA HARRIS","States Donald",1,0.843020329926426
"KAMALA HARRIS","States holds",1,1.12796585792963
"KAMALA HARRIS","States I",1,0.0739488190393387
"KAMALA HARRIS","States It's",1,0.355669688844895
"KAMALA HARRIS","States knowing",1,0.843020329926426
"KAMALA HARRIS","States senators",1,0.536685515896474
"KAMALA HARRIS","states to",1,0.10377583585834
"KAMALA HARRIS","States we",1,0.225030838467763
"KAMALA HARRIS","status and",1,0.48881308471494
"KAMALA HARRIS","steal our",1,0.536685515896474
"KAMALA HARRIS","step in",1,0.147247543715906
"KAMALA HARRIS","stick to",1,0.263523168370608
"KAMALA HARRIS","still be",1,0.177217387206866
"KAMALA HARRIS","still failed",1,1.12796585792963
"KAMALA HARRIS","still not",1,0.339429642894798
"KAMALA HARRIS","stock market",1,0.17423163121433
"KAMALA HARRIS","stocks So",1,1.12796585792963
"KAMALA HARRIS","stop pattern",1,1.12796585792963
"KAMALA HARRIS","stop The",1,0.843020329926426
"KAMALA HARRIS","story that",1,0.280487355797423
"KAMALA HARRIS","street and",1,0.451344268524663
"KAMALA HARRIS","strongest laws",1,1.12796585792963
"KAMALA HARRIS","strongly believe",1,0.395694824273234
"KAMALA HARRIS","students put",1,1.12796585792963
"KAMALA HARRIS","students where",1,1.12796585792963
"KAMALA HARRIS","stuff And",1,0.420972476896209
"KAMALA HARRIS","subject and",1,0.451344268524663
"KAMALA HARRIS","subject it",1,1.12796585792963
"KAMALA HARRIS","subject of",1,0.135798224190482
"KAMALA HARRIS","substandard products",1,1.12796585792963
"KAMALA HARRIS","successfully prosecute",1,1.12796585792963
"KAMALA HARRIS","suggest that",1,0.0925586686390126
"KAMALA HARRIS","supplies And",1,1.12796585792963
"KAMALA HARRIS","support a",1,0.0806050423414167
"KAMALA HARRIS","support and",1,0.127474887066794
"KAMALA HARRIS","support Medicare",1,0.451344268524663
"KAMALA HARRIS","support of",1,0.0880320437343453
"KAMALA HARRIS","support or",1,0.395694824273234
"KAMALA HARRIS","support Please",1,0.843020329926426
"KAMALA HARRIS","sure that",1,-0.100031478313585
"KAMALA HARRIS","sure they",1,0.16078767028917
"KAMALA HARRIS","surrounded by",1,0.355669688844895
"KAMALA HARRIS","Swalwell And",1,1.12796585792963
"KAMALA HARRIS","swiftly As",1,1.12796585792963
"KAMALA HARRIS","syringe that",1,1.12796585792963
"KAMALA HARRIS","system from",1,0.395694824273234
"KAMALA HARRIS","system in",1,0.0768219234992175
"KAMALA HARRIS","system is",1,0.0760914279293382
"KAMALA HARRIS","system it",1,0.693448899880515
"KAMALA HARRIS","system of",1,0.117264081395219
"KAMALA HARRIS","system we",1,0.290093173057241
"KAMALA HARRIS","take action",1,0.177217387206866
"KAMALA HARRIS","take any",1,0.300609845331222
"KAMALA HARRIS","take choice",1,1.12796585792963
"KAMALA HARRIS","Take credit",1,1.12796585792963
"KAMALA HARRIS","take executive",1,0.843020329926426
"KAMALA HARRIS","take health",1,0.693448899880515
"KAMALA HARRIS","take it",1,0.063008260376436
"KAMALA HARRIS","take so",1,0.600899938692519
"KAMALA HARRIS","take that",1,0.0624199683511241
"KAMALA HARRIS","take these",1,0.248952457027902
"KAMALA HARRIS","take you",1,0.190390332067156
"KAMALA HARRIS","taken on",1,0.219890737632951
"KAMALA HARRIS","taken to",1,0.242393157935402
"KAMALA HARRIS","taking that",1,0.48881308471494
"KAMALA HARRIS","taking the",1,0.151496470257423
"KAMALA HARRIS","talent or",1,1.12796585792963
"KAMALA HARRIS","talk to",1,0.01652591306962
"KAMALA HARRIS","talked some",1,0.843020329926426
"KAMALA HARRIS","talking points",1,0.339429642894798
"KAMALA HARRIS","talking with",1,0.420972476896209
"KAMALA HARRIS","talks about",1,0.0502126273412535
"KAMALA HARRIS","task by",1,1.12796585792963
"KAMALA HARRIS","task for",1,0.843020329926426
"KAMALA HARRIS","tax code",1,0.0244007887944436
"KAMALA HARRIS","tax credit",1,0.0871633678147169
"KAMALA HARRIS","tax cut",1,-0.00868150810425841
"KAMALA HARRIS","tax on",1,0.0584485799030801
"KAMALA HARRIS","tax that",1,0.197848764317643
"KAMALA HARRIS","taxpayer dollars",1,0.300609845331222
"KAMALA HARRIS","teacher before",1,1.12796585792963
"KAMALA HARRIS","teacher Mrs",1,1.12796585792963
"KAMALA HARRIS","teacher pay",1,0.693448899880515
"KAMALA HARRIS","teachers 94",1,1.12796585792963
"KAMALA HARRIS","teachers and",1,0.149341778906566
"KAMALA HARRIS","teachers because",1,0.693448899880515
"KAMALA HARRIS","teachers before",1,1.12796585792963
"KAMALA HARRIS","teachers who",1,0.300609845331222
"KAMALA HARRIS","temperature that",1,1.12796585792963
"KAMALA HARRIS","term trying",1,1.12796585792963
"KAMALA HARRIS","testimony I've",1,1.12796585792963
"KAMALA HARRIS","than 100,000",1,0.451344268524663
"KAMALA HARRIS","than just",1,0.113311542140959
"KAMALA HARRIS","than one",1,0.215024253285775
"KAMALA HARRIS","than the",1,-0.00377249388913654
"KAMALA HARRIS","than what",1,0.109575871456589
"KAMALA HARRIS","that a",1,-0.0130905904015552
"KAMALA HARRIS","that access",1,0.843020329926426
"KAMALA HARRIS","that allowed",1,0.290093173057241
"KAMALA HARRIS","that American",1,0.171353176737191
"KAMALA HARRIS","that and",1,-0.00503192490252095
"KAMALA HARRIS","that as",1,0.01318655663707
"KAMALA HARRIS","that back",1,0.263523168370608
"KAMALA HARRIS","that Because",1,0.271665210726907
"KAMALA HARRIS","that but",1,0.0725594240828536
"KAMALA HARRIS","that can",1,0.0118431778925918
"KAMALA HARRIS","that case",1,0.163297972264388
"KAMALA HARRIS","that costs",1,0.395694824273234
"KAMALA HARRIS","that criminal",1,0.843020329926426
"KAMALA HARRIS","that currently",1,0.536685515896474
"KAMALA HARRIS","that debate",1,0.206017608473748
"KAMALA HARRIS","that disproportionately",1,0.843020329926426
"KAMALA HARRIS","that does",1,0.0871633678147169
"KAMALA HARRIS","that Donald",1,0.16078767028917
"KAMALA HARRIS","that employees",1,1.12796585792963
"KAMALA HARRIS","that employer",1,0.693448899880515
"KAMALA HARRIS","that every",1,0.056286603948179
"KAMALA HARRIS","that everyone",1,0.143228730826409
"KAMALA HARRIS","that fights",1,0.600899938692519
"KAMALA HARRIS","that from",1,0.165892170207412
"KAMALA HARRIS","that guy",1,0.31219557959938
"KAMALA HARRIS","that have",1,-0.0367214080500085
"KAMALA HARRIS","That I",1,0.190390332067156
"KAMALA HARRIS","that insurance",1,0.339429642894798
"KAMALA HARRIS","that issue",1,0.129063350336939
"KAMALA HARRIS","that keep",1,0.395694824273234
"KAMALA HARRIS","that little",1,0.300609845331222
"KAMALA HARRIS","that many",1,0.139418542010269
"KAMALA HARRIS","that means",1,0.0197427716345102
"KAMALA HARRIS","That means",1,0.0711997275966521
"KAMALA HARRIS","that moment",1,0.325050073095803
"KAMALA HARRIS","that more",1,0.180317723191658
"KAMALA HARRIS","that mother",1,0.600899938692519
"KAMALA HARRIS","that needs",1,0.141298789083369
"KAMALA HARRIS","that on",1,0.0846251897241525
"KAMALA HARRIS","that parents",1,0.280487355797423
"KAMALA HARRIS","that part",1,0.135798224190482
"KAMALA HARRIS","that people",1,-0.0064734962236961
"KAMALA HARRIS","that point",1,0.0753691969432892
"KAMALA HARRIS","that presents",1,0.843020329926426
"KAMALA HARRIS","that president",1,0.339429642894798
"KAMALA HARRIS","that recognizes",1,0.374219091110329
"KAMALA HARRIS","that right",1,0.110798359169595
"KAMALA HARRIS","that saves",1,0.451344268524663
"KAMALA HARRIS","that Second",1,1.12796585792963
"KAMALA HARRIS","that Senator",1,0.0212587902574372
"KAMALA HARRIS","that sky",1,1.12796585792963
"KAMALA HARRIS","that tax",1,0.143228730826409
"KAMALA HARRIS","that they're",1,0.0237601322972423
"KAMALA HARRIS","that This",1,0.355669688844895
"KAMALA HARRIS","that those",1,0.063602080491538
"KAMALA HARRIS","that tragedy",1,0.325050073095803
"KAMALA HARRIS","that way",1,0.0464655648216978
"KAMALA HARRIS","that we've",1,-0.00626933981408612
"KAMALA HARRIS","that what",1,0.0319020156731158
"KAMALA HARRIS","that where",1,0.31219557959938
"KAMALA HARRIS","That will",1,0.0935029672681202
"KAMALA HARRIS","that wind",1,0.843020329926426
"KAMALA HARRIS","that yes",1,0.271665210726907
"KAMALA HARRIS","that's fine",1,0.194037619484396
"KAMALA HARRIS","that's going",1,0.0416511576700789
"KAMALA HARRIS","That's right",1,0.149341778906566
"KAMALA HARRIS","that's support",1,1.12796585792963
"KAMALA HARRIS","that's where",1,0.0964203885995882
"KAMALA HARRIS","that's why",1,-0.0184698743035533
"KAMALA HARRIS","the 3",1,0.843020329926426
"KAMALA HARRIS","the abuser",1,1.12796585792963
"KAMALA HARRIS","the administration",1,0.0536843461983703
"KAMALA HARRIS","the age",1,0.129063350336939
"KAMALA HARRIS","the aisle",1,0.107195400260975
"KAMALA HARRIS","the ammunition",1,0.536685515896474
"KAMALA HARRIS","the answer",1,0.0145575854763411
"KAMALA HARRIS","the architect",1,0.395694824273234
"KAMALA HARRIS","the ATF",1,0.843020329926426
"KAMALA HARRIS","the attorney",1,0.271665210726907
"KAMALA HARRIS","the backs",1,0.219890737632951
"KAMALA HARRIS","the ban",1,0.248952457027902
"KAMALA HARRIS","the books",1,0.16078767028917
"KAMALA HARRIS","the cases",1,0.600899938692519
"KAMALA HARRIS","the chief",1,0.17423163121433
"KAMALA HARRIS","the child",1,0.134054046327506
"KAMALA HARRIS","the choice",1,0.106036036966386
"KAMALA HARRIS","The Civil",1,1.12796585792963
"KAMALA HARRIS","the clock",1,0.242393157935402
"KAMALA HARRIS","the community",1,0.0964203885995882
"KAMALA HARRIS","the consequences",1,0.143228730826409
"KAMALA HARRIS","the conversation",1,0.129063350336939
"KAMALA HARRIS","the cost",1,0.00598785958141418
"KAMALA HARRIS","the crime",1,0.137585726863395
"KAMALA HARRIS","the crisis",1,0.183540634846573
"KAMALA HARRIS","the current",1,0.0416511576700789
"KAMALA HARRIS","the curtain",1,1.12796585792963
"KAMALA HARRIS","the debt",1,0.0455625259038272
"KAMALA HARRIS","the decision",1,0.0705306355646131
"KAMALA HARRIS","the difference",1,0.0526727785650599
"KAMALA HARRIS","the dollar",1,0.153714819751758
"KAMALA HARRIS","the education",1,0.112043323856363
"KAMALA HARRIS","the elected",1,0.280487355797423
"KAMALA HARRIS","the embers",1,1.12796585792963
"KAMALA HARRIS","the employer",1,0.290093173057241
"KAMALA HARRIS","the Equal",1,0.693448899880515
"KAMALA HARRIS","the Equality",1,1.12796585792963
"KAMALA HARRIS","the ERA",1,0.536685515896474
"KAMALA HARRIS","the experience",1,0.0775608681710261
"KAMALA HARRIS","the experiences",1,0.536685515896474
"KAMALA HARRIS","the favor",1,1.12796585792963
"KAMALA HARRIS","the federal",1,-0.0702810566152084
"KAMALA HARRIS","the fence",1,0.17423163121433
"KAMALA HARRIS","the floor",1,0.0798303329535568
"KAMALA HARRIS","the for",1,0.374219091110329
"KAMALA HARRIS","the four",1,0.120031479356398
"KAMALA HARRIS","the future",1,-0.0298592904592119
"KAMALA HARRIS","the greatest",1,0.0218751830126351
"KAMALA HARRIS","the greatness",1,0.355669688844895
"KAMALA HARRIS","The guy",1,0.48881308471494
"KAMALA HARRIS","the hallways",1,0.843020329926426
"KAMALA HARRIS","the hand",1,0.395694824273234
"KAMALA HARRIS","the health",1,0.0356246575307561
"KAMALA HARRIS","the healthcare",1,0.339429642894798
"KAMALA HARRIS","the history",1,0.0341094813910741
"KAMALA HARRIS","the homeowners",1,0.693448899880515
"KAMALA HARRIS","the idea",1,0.0142811079424803
"KAMALA HARRIS","the importance",1,0.134054046327506
"KAMALA HARRIS","the important",1,0.180317723191658
"KAMALA HARRIS","the importation",1,0.48881308471494
"KAMALA HARRIS","the interest",1,0.112043323856363
"KAMALA HARRIS","the jobless",1,0.843020329926426
"KAMALA HARRIS","the jobs",1,0.0711997275966521
"KAMALA HARRIS","the late",1,0.153714819751758
"KAMALA HARRIS","the lens",1,0.536685515896474
"KAMALA HARRIS","the licenses",1,1.12796585792963
"KAMALA HARRIS","the Medicare",1,0.120031479356398
"KAMALA HARRIS","the meetings",1,0.536685515896474
"KAMALA HARRIS","the members",1,0.215024253285775
"KAMALA HARRIS","the mirror",1,0.536685515896474
"KAMALA HARRIS","The most",1,0.147247543715906
"KAMALA HARRIS","the mothers",1,0.48881308471494
"KAMALA HARRIS","the NATO",1,0.374219091110329
"KAMALA HARRIS","the need",1,0.0925586686390126
"KAMALA HARRIS","the neighbor",1,0.843020329926426
"KAMALA HARRIS","the Obama",1,0.0654177564092969
"KAMALA HARRIS","the one",1,-0.00356038505701793
"KAMALA HARRIS","The only",1,0.0783084524260728
"KAMALA HARRIS","the option",1,0.255975916365567
"KAMALA HARRIS","the other",1,-0.0647298460480634
"KAMALA HARRIS","the parking",1,0.451344268524663
"KAMALA HARRIS","the party",1,0.0473816948785551
"KAMALA HARRIS","the place",1,0.115921042253125
"KAMALA HARRIS","the plan",1,0.061837103827452
"KAMALA HARRIS","the plans",1,0.201837115521355
"KAMALA HARRIS","the point",1,0.00672343917975116
"KAMALA HARRIS","The policies",1,0.48881308471494
"KAMALA HARRIS","the policy",1,0.102673795227923
"KAMALA HARRIS","the potential",1,0.180317723191658
"KAMALA HARRIS","the power",1,0.0521730137376861
"KAMALA HARRIS","the president",1,-0.0884916069185241
"KAMALA HARRIS","the President",1,-0.0307497221327184
"KAMALA HARRIS","the prices",1,0.230472419548999
"KAMALA HARRIS","the private",1,0.00454011365094844
"KAMALA HARRIS","the problems",1,0.0197427716345102
"KAMALA HARRIS","the profit",1,0.693448899880515
"KAMALA HARRIS","the report",1,0.300609845331222
"KAMALA HARRIS","the republican",1,0.693448899880515
"KAMALA HARRIS","the reputations",1,1.12796585792963
"KAMALA HARRIS","the resources",1,0.115921042253125
"KAMALA HARRIS","the road",1,0.0994732313842806
"KAMALA HARRIS","the rules",1,0.0363959595529801
"KAMALA HARRIS","the secure",1,0.843020329926426
"KAMALA HARRIS","the sheriffs",1,1.12796585792963
"KAMALA HARRIS","the situation",1,0.0624199683511241
"KAMALA HARRIS","the sky",1,0.355669688844895
"KAMALA HARRIS","the source",1,0.215024253285775
"KAMALA HARRIS","the stock",1,0.206017608473748
"KAMALA HARRIS","the street",1,0.0994732313842806
"KAMALA HARRIS","the subject",1,0.0907100789661187
"KAMALA HARRIS","the table",1,0.0118431778925918
"KAMALA HARRIS","the talent",1,0.451344268524663
"KAMALA HARRIS","the tax",1,-0.0206857097997945
"KAMALA HARRIS","the teacher",1,0.325050073095803
"KAMALA HARRIS","the teachers",1,0.134054046327506
"KAMALA HARRIS","the the",1,0.0429282849423703
"KAMALA HARRIS","the things",1,-0.0323568448769241
"KAMALA HARRIS","the title",1,0.451344268524663
"KAMALA HARRIS","the town",1,0.280487355797423
"KAMALA HARRIS","the trigger",1,0.420972476896209
"KAMALA HARRIS","the Trump",1,0.263523168370608
"KAMALA HARRIS","the truth",1,0.00574442359385417
"KAMALA HARRIS","the two",1,0.0197427716345102
"KAMALA HARRIS","the unemployment",1,0.171353176737191
"KAMALA HARRIS","the unite",1,1.12796585792963
"KAMALA HARRIS","the values",1,0.129063350336939
"KAMALA HARRIS","the vast",1,0.16078767028917
"KAMALA HARRIS","the vehicle",1,0.843020329926426
"KAMALA HARRIS","the very",1,0.000596759598315633
"KAMALA HARRIS","the vice",1,0.0260306776932835
"KAMALA HARRIS","the victim",1,0.420972476896209
"KAMALA HARRIS","the victims",1,0.248952457027902
"KAMALA HARRIS","the Voting",1,0.355669688844895
"KAMALA HARRIS","the way",1,-0.12104488520168
"KAMALA HARRIS","The way",1,0.121457887603636
"KAMALA HARRIS","the wildfires",1,0.693448899880515
"KAMALA HARRIS","the will",1,0.17423163121433
"KAMALA HARRIS","The Wizard",1,1.12796585792963
"KAMALA HARRIS","the world",1,-0.159493293220688
"KAMALA HARRIS","their act",1,0.48881308471494
"KAMALA HARRIS","their car",1,0.693448899880515
"KAMALA HARRIS","their community",1,0.395694824273234
"KAMALA HARRIS","their country",1,0.115921042253125
"KAMALA HARRIS","their employees",1,0.263523168370608
"KAMALA HARRIS","their employer",1,0.355669688844895
"KAMALA HARRIS","their head",1,0.374219091110329
"KAMALA HARRIS","their homes",1,0.104896387129101
"KAMALA HARRIS","their insulin",1,1.12796585792963
"KAMALA HARRIS","their life",1,0.137585726863395
"KAMALA HARRIS","their needs",1,0.48881308471494
"KAMALA HARRIS","their previous",1,0.693448899880515
"KAMALA HARRIS","their reputations",1,1.12796585792963
"KAMALA HARRIS","their school",1,0.451344268524663
"KAMALA HARRIS","their table",1,0.843020329926426
"KAMALA HARRIS","their very",1,0.48881308471494
"KAMALA HARRIS","their way",1,0.177217387206866
"KAMALA HARRIS","their website",1,0.693448899880515
"KAMALA HARRIS","them are",1,0.100523020048717
"KAMALA HARRIS","them bankruptcy",1,1.12796585792963
"KAMALA HARRIS","them counseling",1,1.12796585792963
"KAMALA HARRIS","them during",1,0.48881308471494
"KAMALA HARRIS","them from",1,0.125921455699877
"KAMALA HARRIS","them it",1,0.355669688844895
"KAMALA HARRIS","them on",1,0.0705306355646131
"KAMALA HARRIS","them out",1,0.0516771770838983
"KAMALA HARRIS","them safe",1,0.48881308471494
"KAMALA HARRIS","them see",1,0.693448899880515
"KAMALA HARRIS","them who",1,0.300609845331222
"KAMALA HARRIS","then and",1,0.219890737632951
"KAMALA HARRIS","then be",1,0.290093173057241
"KAMALA HARRIS","then becomes",1,0.693448899880515
"KAMALA HARRIS","then in",1,0.190390332067156
"KAMALA HARRIS","then the",1,0.0698685201749177
"KAMALA HARRIS","then when",1,0.153714819751758
"KAMALA HARRIS","There are",1,-0.0344979541846885
"KAMALA HARRIS","there I",1,0.0821830846385152
"KAMALA HARRIS","there members",1,1.12796585792963
"KAMALA HARRIS","there now",1,0.248952457027902
"KAMALA HARRIS","there should",1,0.110798359169595
"KAMALA HARRIS","there sitting",1,1.12796585792963
"KAMALA HARRIS","there were",1,0.0287271012824905
"KAMALA HARRIS","There's been",1,0.248952457027902
"KAMALA HARRIS","these big",1,0.374219091110329
"KAMALA HARRIS","These children",1,0.843020329926426
"KAMALA HARRIS","these events",1,0.600899938692519
"KAMALA HARRIS","these good",1,0.600899938692519
"KAMALA HARRIS","these issues",1,0.0547124018673568
"KAMALA HARRIS","these little",1,0.31219557959938
"KAMALA HARRIS","these may",1,1.12796585792963
"KAMALA HARRIS","they bring",1,0.420972476896209
"KAMALA HARRIS","they cause",1,0.600899938692519
"KAMALA HARRIS","they comply",1,0.843020329926426
"KAMALA HARRIS","they deserve",1,0.137585726863395
"KAMALA HARRIS","they did",1,0.0679226501825567
"KAMALA HARRIS","they drive",1,0.843020329926426
"KAMALA HARRIS","They dump",1,0.843020329926426
"KAMALA HARRIS","they get",1,0.0387675599893662
"KAMALA HARRIS","they look",1,0.255975916365567
"KAMALA HARRIS","they must",1,0.225030838467763
"KAMALA HARRIS","They need",1,0.145210786031616
"KAMALA HARRIS","they overrode",1,1.12796585792963
"KAMALA HARRIS","they point",1,1.12796585792963
"KAMALA HARRIS","they prey",1,1.12796585792963
"KAMALA HARRIS","they said",1,0.0907100789661187
"KAMALA HARRIS","they say",1,0.0705306355646131
"KAMALA HARRIS","they see",1,0.113311542140959
"KAMALA HARRIS","They should",1,0.115921042253125
"KAMALA HARRIS","they smile",1,1.12796585792963
"KAMALA HARRIS","They steal",1,0.843020329926426
"KAMALA HARRIS","they turn",1,0.374219091110329
"KAMALA HARRIS","they want",1,-0.0130905904015552
"KAMALA HARRIS","they were",1,-0.0333630817270769
"KAMALA HARRIS","they who",1,1.12796585792963
"KAMALA HARRIS","they're 13",1,1.12796585792963
"KAMALA HARRIS","they're 32",1,1.12796585792963
"KAMALA HARRIS","they're full",1,1.12796585792963
"KAMALA HARRIS","they're going",1,0.00550185463081687
"KAMALA HARRIS","they're in",1,0.145210786031616
"KAMALA HARRIS","they're not",1,0.0257014023715736
"KAMALA HARRIS","they're paying",1,0.230472419548999
"KAMALA HARRIS","they're probably",1,0.843020329926426
"KAMALA HARRIS","They're working",1,0.48881308471494
"KAMALA HARRIS","they've committed",1,0.693448899880515
"KAMALA HARRIS","they've not",1,0.48881308471494
"KAMALA HARRIS","thing about",1,0.130688311948823
"KAMALA HARRIS","thing called",1,0.355669688844895
"KAMALA HARRIS","thing Everybody",1,1.12796585792963
"KAMALA HARRIS","things One",1,0.31219557959938
"KAMALA HARRIS","things We",1,0.242393157935402
"KAMALA HARRIS","think that",1,-0.125580775526592
"KAMALA HARRIS","think that's",1,-0.0100520383763504
"KAMALA HARRIS","think the",1,-0.0732677504615706
"KAMALA HARRIS","think this",1,0.0311827866657239
"KAMALA HARRIS","think Trump",1,1.12796585792963
"KAMALA HARRIS","think we",1,-0.0888900998327732
"KAMALA HARRIS","think you",1,0.00598785958141418
"KAMALA HARRIS","think your",1,0.271665210726907
"KAMALA HARRIS","thinks that",1,0.206017608473748
"KAMALA HARRIS","this administration",1,-0.00966311025162116
"KAMALA HARRIS","this again",1,0.355669688844895
"KAMALA HARRIS","this And",1,0.110798359169595
"KAMALA HARRIS","this at",1,0.242393157935402
"KAMALA HARRIS","this By",1,1.12796585792963
"KAMALA HARRIS","this child",1,0.395694824273234
"KAMALA HARRIS","this Congress",1,0.420972476896209
"KAMALA HARRIS","this conversation",1,0.147247543715906
"KAMALA HARRIS","this criminal",1,1.12796585792963
"KAMALA HARRIS","this directly",1,0.843020329926426
"KAMALA HARRIS","this discussion",1,0.141298789083369
"KAMALA HARRIS","this Donald",1,0.600899938692519
"KAMALA HARRIS","this done",1,0.255975916365567
"KAMALA HARRIS","this greatness",1,1.12796585792963
"KAMALA HARRIS","this Had",1,1.12796585792963
"KAMALA HARRIS","this job",1,0.225030838467763
"KAMALA HARRIS","this kind",1,0.0935029672681202
"KAMALA HARRIS","this microphone",1,1.12796585792963
"KAMALA HARRIS","this new",1,0.180317723191658
"KAMALA HARRIS","this one",1,0.0612595688311698
"KAMALA HARRIS","this question",1,0.0197427716345102
"KAMALA HARRIS","this race",1,0.059000851319911
"KAMALA HARRIS","this Since",1,0.843020329926426
"KAMALA HARRIS","this so",1,0.339429642894798
"KAMALA HARRIS","this So",1,0.451344268524663
"KAMALA HARRIS","this then",1,0.600899938692519
"KAMALA HARRIS","this thing",1,0.206017608473748
"KAMALA HARRIS","this time",1,0.0898050857034768
"KAMALA HARRIS","this to",1,0.0889125137635648
"KAMALA HARRIS","this United",1,0.843020329926426
"KAMALA HARRIS","this was",1,0.0541962794523415
"KAMALA HARRIS","this We",1,0.120031479356398
"KAMALA HARRIS","this When",1,0.31219557959938
"KAMALA HARRIS","this which",1,0.263523168370608
"KAMALA HARRIS","this You",1,0.183540634846573
"KAMALA HARRIS","those cameras",1,1.12796585792963
"KAMALA HARRIS","those charges",1,0.48881308471494
"KAMALA HARRIS","those children",1,0.201837115521355
"KAMALA HARRIS","those decisions",1,0.201837115521355
"KAMALA HARRIS","those doors",1,0.693448899880515
"KAMALA HARRIS","those drills",1,1.12796585792963
"KAMALA HARRIS","those employees",1,0.600899938692519
"KAMALA HARRIS","those families",1,0.242393157935402
"KAMALA HARRIS","those people",1,0.0442316979921826
"KAMALA HARRIS","those segregationists",1,1.12796585792963
"KAMALA HARRIS","those women",1,0.536685515896474
"KAMALA HARRIS","those young",1,0.242393157935402
"KAMALA HARRIS","though they",1,0.248952457027902
"KAMALA HARRIS","though they've",1,1.12796585792963
"KAMALA HARRIS","thousands will",1,1.12796585792963
"KAMALA HARRIS","threat He",1,0.693448899880515
"KAMALA HARRIS","threat in",1,0.420972476896209
"KAMALA HARRIS","threat It",1,0.536685515896474
"KAMALA HARRIS","three years",1,0.0679226501825567
"KAMALA HARRIS","through their",1,0.236247512891467
"KAMALA HARRIS","ticking but",1,1.12796585792963
"KAMALA HARRIS","Time for",1,0.395694824273234
"KAMALA HARRIS","time I",1,0.0416511576700789
"KAMALA HARRIS","time in",1,0.0231257310028118
"KAMALA HARRIS","time it",1,0.263523168370608
"KAMALA HARRIS","time it's",1,0.374219091110329
"KAMALA HARRIS","time marching",1,1.12796585792963
"KAMALA HARRIS","time people",1,0.48881308471494
"KAMALA HARRIS","time said",1,0.451344268524663
"KAMALA HARRIS","time the",1,0.094461092990866
"KAMALA HARRIS","time trying",1,0.48881308471494
"KAMALA HARRIS","title he",1,1.12796585792963
"KAMALA HARRIS","to 500",1,0.451344268524663
"KAMALA HARRIS","to acknowledge",1,0.201837115521355
"KAMALA HARRIS","to actually",1,0.0711997275966521
"KAMALA HARRIS","to address",1,0.0352424775561791
"KAMALA HARRIS","to agree",1,0.137585726863395
"KAMALA HARRIS","to allow",1,0.0460124327577801
"KAMALA HARRIS","to also",1,0.156000274791007
"KAMALA HARRIS","to an",1,0.0584485799030801
"KAMALA HARRIS","to back",1,0.183540634846573
"KAMALA HARRIS","to Barack",1,0.325050073095803
"KAMALA HARRIS","To be",1,0.300609845331222
"KAMALA HARRIS","to beat",1,0.102673795227923
"KAMALA HARRIS","to become",1,0.0437942380566958
"KAMALA HARRIS","to believe",1,0.0584485799030801
"KAMALA HARRIS","to Bernie",1,0.600899938692519
"KAMALA HARRIS","to bring",1,-0.0619861857312383
"KAMALA HARRIS","to buy",1,0.0301188388434727
"KAMALA HARRIS","to comply",1,0.325050073095803
"KAMALA HARRIS","to confront",1,0.183540634846573
"KAMALA HARRIS","to decide",1,0.0854602219411816
"KAMALA HARRIS","to deliver",1,0.151496470257423
"KAMALA HARRIS","to dictate",1,0.325050073095803
"KAMALA HARRIS","to distract",1,0.843020329926426
"KAMALA HARRIS","to end",1,0.011049924558665
"KAMALA HARRIS","to experts",1,1.12796585792963
"KAMALA HARRIS","to export",1,0.255975916365567
"KAMALA HARRIS","to face",1,0.108375120489454
"KAMALA HARRIS","to happen",1,0.0283838192777234
"KAMALA HARRIS","to hear",1,0.0224974561994004
"KAMALA HARRIS","to hide",1,0.325050073095803
"KAMALA HARRIS","to how",1,0.121457887603636
"KAMALA HARRIS","to lead",1,0.0105262593642759
"KAMALA HARRIS","to leave",1,0.0541962794523415
"KAMALA HARRIS","to look",1,-0.00461460469662016
"KAMALA HARRIS","to Los",1,0.693448899880515
"KAMALA HARRIS","to march",1,0.843020329926426
"KAMALA HARRIS","to my",1,0.01652591306962
"KAMALA HARRIS","to nominate",1,0.210407016549294
"KAMALA HARRIS","to now",1,0.255975916365567
