"Speaker","Unigram","n","log_odds"
"BOOKER","Iraq",1,-0.115718000703223
"BOOKER","Is",1,-0.031366992846957
"BOOKER","its",1,-0.0518616536515669
"BOOKER","Jake",1,0.0789541225657672
"BOOKER","Jamie",1,0.843430668225529
"BOOKER","job",1,-0.102425482706074
"BOOKER","joining",1,0.113127609583347
"BOOKER","Jones",1,0.155580070863162
"BOOKER","Jose",1,0.313235984134313
"BOOKER","Juarez",1,1.12823941664108
"BOOKER","judges",1,0.0460720300589208
"BOOKER","jurisdictions",1,0.452089866421092
"BOOKER","justifiable",1,0.693948348035323
"BOOKER","killed",1,0.0165340412685051
"BOOKER","kindergarten",1,0.203347504805758
"BOOKER","King",1,0.0678836656274007
"BOOKER","Kool",1,1.12823941664108
"BOOKER","Kyoto",1,0.313235984134313
"BOOKER","labor",1,0.030037629524329
"BOOKER","land",1,0.0290827158225357
"BOOKER","Last",1,0.101957973709201
"BOOKER","later",1,0.0266058935840361
"BOOKER","Latinos",1,0.123654834546465
"BOOKER","laundromat",1,1.12823941664108
"BOOKER","laws",1,-0.0311073827684511
"BOOKER","leaders",1,-0.00335379537483015
"BOOKER","leads",1,0.123654834546465
"BOOKER","learn",1,0.0216482931051012
"BOOKER","learned",1,0.0157629549315657
"BOOKER","leave",1,-0.0311073827684511
"BOOKER","legalize",1,0.272840958851771
"BOOKER","lens",1,0.421767096290443
"BOOKER","less",1,-0.0470837526569198
"BOOKER","let's",1,-0.0878420827258636
"BOOKER","level",1,-0.0362647687884251
"BOOKER","levels",1,0.0621971265329509
"BOOKER","leverage",1,0.108428697041109
"BOOKER","liberated",1,0.489506042082134
"BOOKER","liberty",1,0.0254035160173029
"BOOKER","lifting",1,0.181970152652547
"BOOKER","likely",1,0.0600629701040069
"BOOKER","lining",1,0.356595541623216
"BOOKER","lived",1,0.072846561235197
"BOOKER","lives",1,-0.0336654031637773
"BOOKER","local",1,0.00242338997298398
"BOOKER","locking",1,0.375103414076445
"BOOKER","lockups",1,1.12823941664108
"BOOKER","longest",1,0.211866985122837
"BOOKER","lopsided",1,0.843430668225529
"BOOKER","loud",1,0.195596796474321
"BOOKER","love",1,-0.010765770924691
"BOOKER","lower",1,-0.0132915555189579
"BOOKER","lynching",1,1.12823941664108
"BOOKER","machine",1,0.181970152652547
"BOOKER","Macron",1,1.12823941664108
"BOOKER","magnified",1,1.12823941664108
"BOOKER","March",1,0.170316068320049
"BOOKER","marching",1,0.326053765975687
"BOOKER","market",1,-0.00867748614829861
"BOOKER","massive",1,0.0503879240371575
"BOOKER","may",1,-0.0713568813871454
"BOOKER","May",1,0.0865296476320448
"BOOKER","mayor's",1,0.693948348035323
"BOOKER","mayors",1,0.19938374168258
"BOOKER","meaningful",1,0.231825907861691
"BOOKER","Medicare's",1,0.537321210333913
"BOOKER","melting",1,0.375103414076445
"BOOKER","members",1,0.0106108393365105
"BOOKER","menacing",1,1.12823941664108
"BOOKER","mentor",1,0.489506042082134
"BOOKER","Merkel",1,0.843430668225529
"BOOKER","mess",1,0.0580010269087899
"BOOKER","met",1,0.00990735918407688
"BOOKER","mics",1,0.601472128759719
"BOOKER","militarism",1,0.489506042082134
"BOOKER","millennials",1,0.537321210333913
"BOOKER","millions",1,-0.0329067413037635
"BOOKER","minor",1,0.264730367822415
"BOOKER","missing",1,0.104044134869335
"BOOKER","mission",1,0.0503879240371575
"BOOKER","mistake",1,-0.0228786553843942
"BOOKER","mistakes",1,0.0826268919710569
"BOOKER","moderates",1,0.34039521169214
"BOOKER","mom",1,0.0672906170531995
"BOOKER","mom's",1,0.843430668225529
"BOOKER","mongers",1,0.843430668225529
"BOOKER","monopolistic",1,0.843430668225529
"BOOKER","month",1,0.00672157534835888
"BOOKER","months",1,-0.0244559072834221
"BOOKER","moratorium",1,0.143280785871567
"BOOKER","mores",1,1.12823941664108
"BOOKER","mostly",1,0.143280785871567
"BOOKER","mothers",1,0.132780546998138
"BOOKER","movie",1,0.231825907861691
"BOOKER","MRIs",1,1.12823941664108
"BOOKER","Ms",1,0.0782449362495815
"BOOKER","multiplied",1,0.843430668225529
"BOOKER","murder",1,0.126564278578159
"BOOKER","name",1,-0.0268300204816436
"BOOKER","named",1,0.0960764994301933
"BOOKER","new",1,-0.114432284504014
"BOOKER","nice",1,0.0889935490142247
"BOOKER","nominated",1,0.19938374168258
"BOOKER","nominee",1,-0.00122050231032245
"BOOKER","northern",1,0.257213763936278
"BOOKER","Northern",1,0.237573040909058
"BOOKER","Not",1,-0.00297089376647399
"BOOKER","Now",1,-0.148035078964052
"BOOKER","NRA",1,0.0989499154116098
"BOOKER","Nuclear",1,0.211866985122837
"BOOKER","Number",1,-0.00316261476590905
"BOOKER","nursing",1,0.185170252315214
"BOOKER","Obama",1,-0.127229203775671
"BOOKER","objectives",1,0.21645834525034
"BOOKER","Odds",1,1.12823941664108
"BOOKER","offenses",1,0.375103414076445
"BOOKER","offer",1,0.0540754961978908
"BOOKER","offered",1,0.0667032584505525
"BOOKER","office",1,-0.0411091969305853
"BOOKER","offices",1,0.264730367822415
"BOOKER","On",1,0.00159627891275608
"BOOKER","One",1,-0.0502295016875478
"BOOKER","ones",1,0.0120412036141288
"BOOKER","opened",1,0.162591715574354
"BOOKER","opioid",1,0.452089866421092
"BOOKER","opportunity",1,-0.0558145749918779
"BOOKER","original",1,0.114356450257089
"BOOKER","Oscars",1,1.12823941664108
"BOOKER","ourselves",1,0.00432298329647614
"BOOKER","outrageous",1,0.105112930986683
"BOOKER","outside",1,0.0555180636583238
"BOOKER","overseas",1,0.0127684725058882
"BOOKER","overtly",1,0.843430668225529
"BOOKER","overwhelm",1,0.537321210333913
"BOOKER","overwhelmingly",1,0.175928763796152
"BOOKER","own",1,-0.0971199370690839
"BOOKER","owners",1,0.125094072652188
"BOOKER","oxygen",1,0.601472128759719
"BOOKER","pace",1,0.21645834525034
"BOOKER","panel",1,0.110736288609851
"BOOKER","parent",1,0.070938160100057
"BOOKER","part",1,-0.103899410861728
"BOOKER","passion",1,0.149172053679553
"BOOKER","past",1,-0.0163669074918588
"BOOKER","pathways",1,0.843430668225529
"BOOKER","pavement",1,1.12823941664108
"BOOKER","Penguins",1,1.12823941664108
"BOOKER","Pennsylvania",1,0.0684825126018288
"BOOKER","people's",1,0.0357468658797713
"BOOKER","performance",1,0.129602598895192
"BOOKER","perhaps",1,0.0326586019191585
"BOOKER","perish",1,1.12823941664108
"BOOKER","permanent",1,0.0585100061513403
"BOOKER","persons",1,0.291203330436398
"BOOKER","PH",1,0.396535523642036
"BOOKER","pharma",1,0.452089866421092
"BOOKER","PhD",1,0.537321210333913
"BOOKER","phones",1,0.272840958851771
"BOOKER","phony",1,0.231825907861691
"BOOKER","pillar",1,0.843430668225529
"BOOKER","piloted",1,1.12823941664108
"BOOKER","pitting",1,0.421767096290443
"BOOKER","plans",1,-0.00373454916507987
"BOOKER","platform",1,0.0811316515537924
"BOOKER","please",1,-0.0233121369873344
"BOOKER","Please",1,0.0333316165560543
"BOOKER","political",1,-0.0630594888721334
"BOOKER","politics",1,-0.01715473141473
"BOOKER","pool",1,0.257213763936278
"BOOKER","poorer",1,0.22129847612144
"BOOKER","possible",1,-0.0127935842050396
"BOOKER","prayers",1,0.257213763936278
"BOOKER","preexisting",1,0.211866985122837
"BOOKER","prescription",1,0.030037629524329
"BOOKER","presidency",1,0.0127684725058882
"BOOKER","pressure",1,0.0526663379117195
"BOOKER","prices",1,0.0216482931051012
"BOOKER","primary",1,0.0178403374869551
"BOOKER","private",1,-0.0538600938719406
"BOOKER","privilege",1,0.0906914032959161
"BOOKER","prize",1,0.375103414076445
"BOOKER","processes",1,0.34039521169214
"BOOKER","produced",1,0.136110192363016
"BOOKER","professional",1,0.165081148406923
"BOOKER","profiteering",1,0.601472128759719
"BOOKER","profiting",1,0.601472128759719
"BOOKER","profits",1,0.0761648539475723
"BOOKER","program",1,-0.0871391356558727
"BOOKER","programs",1,-0.0515579376020543
"BOOKER","progressives",1,0.421767096290443
"BOOKER","proliferation",1,0.131173398360284
"BOOKER","protected",1,0.0898367641162192
"BOOKER","protections",1,0.175928763796152
"BOOKER","public",1,-0.0823825786029123
"BOOKER","pull",1,0.0512890780232013
"BOOKER","purity",1,0.693948348035323
"BOOKER","push",1,0.0595409047659529
"BOOKER","pushed",1,0.0818747835956279
"BOOKER","Putin",1,0.0353959667417796
"BOOKER","quickly",1,0.00347198169920936
"BOOKER","racially",1,0.375103414076445
"BOOKER","Racism",1,0.843430668225529
"BOOKER","racists",1,0.843430668225529
"BOOKER","rankings",1,0.489506042082134
"BOOKER","ranks",1,0.21645834525034
"BOOKER","rat",1,0.843430668225529
"BOOKER","rates",1,-0.0154099737458676
"BOOKER","rationalize",1,0.601472128759719
"BOOKER","reading",1,0.108428697041109
"BOOKER","ready",1,0.00716726637342082
"BOOKER","recipients",1,0.226411719145517
"BOOKER","record",1,-0.087350490386702
"BOOKER","recorded",1,0.356595541623216
"BOOKER","records",1,0.0600629701040069
"BOOKER","redacted",1,1.12823941664108
"BOOKER","region",1,0.0110841136578668
"BOOKER","reinvest",1,0.375103414076445
"BOOKER","rejoin",1,0.452089866421092
"BOOKER","rejoining",1,0.693948348035323
"BOOKER","related",1,0.0826268919710569
"BOOKER","relationship",1,0.0165340412685051
"BOOKER","release",1,0.0555180636583238
"BOOKER","remain",1,0.0789541225657672
"BOOKER","renegotiate",1,0.211866985122837
"BOOKER","representing",1,0.211866985122837
"BOOKER","Republican",1,-0.114488447773439
"BOOKER","Republicans",1,-0.0752967469539357
"BOOKER","repugnant",1,0.601472128759719
"BOOKER","resilience",1,0.281630782265366
"BOOKER","retirement",1,0.0393708815980178
"BOOKER","retroactive",1,0.601472128759719
"BOOKER","returned",1,0.226411719145517
"BOOKER","reverse",1,0.120864653142974
"BOOKER","reverses",1,1.12823941664108
"BOOKER","Revolutionary",1,0.211866985122837
"BOOKER","rhetoric",1,0.0942302809134011
"BOOKER","rich",1,0.0287676541144802
"BOOKER","rid",1,-0.0233121369873344
"BOOKER","rifle",1,0.452089866421092
"BOOKER","rising",1,0.0873402609586887
"BOOKER","rodent",1,1.12823941664108
"BOOKER","room",1,0.0360997814130669
"BOOKER","rooted",1,0.264730367822415
"BOOKER","run",1,-0.0534640029179068
"BOOKER","Russians",1,0.0672906170531995
"BOOKER","sacrosanct",1,0.537321210333913
"BOOKER","safe",1,-0.0260006100935146
"BOOKER","safely",1,0.191973338113942
"BOOKER","salt",1,0.537321210333913
"BOOKER","savagely",1,0.843430668225529
"BOOKER","save",1,-0.0102495304291069
"BOOKER","saved",1,0.0881614729564507
"BOOKER","Science",1,0.452089866421092
"BOOKER","seat",1,0.207503001844035
"BOOKER","second",1,-0.0582935971678925
"BOOKER","seconds",1,-0.0648298015140683
"BOOKER","secret",1,0.139605138784534
"BOOKER","sector",1,-0.00742969188655028
"BOOKER","secure",1,-0.000825278219284455
"BOOKER","seems",1,0.0239324163265151
"BOOKER","send",1,-0.0334133289784563
"BOOKER","sentences",1,0.25022020838034
"BOOKER","separate",1,0.0898367641162192
"BOOKER","separation",1,0.165081148406923
"BOOKER","seriously",1,0.0696980505343393
"BOOKER","serve",1,0.0191741151099766
"BOOKER","serves",1,0.326053765975687
"BOOKER","setting",1,0.0803972935554832
"BOOKER","seven",1,0.000576622896258458
"BOOKER","sexual",1,0.136110192363016
"BOOKER","Shahad",1,1.12823941664108
"BOOKER","shameful",1,0.272840958851771
"BOOKER","shift",1,0.114356450257089
"BOOKER","shithole",1,1.12823941664108
"BOOKER","shocked",1,0.281630782265366
"BOOKER","shooter",1,0.356595541623216
"BOOKER","side",1,-0.0272413447754224
"BOOKER","since",1,-0.0558145749918779
"BOOKER","sitting",1,0.0326586019191585
"BOOKER","skin",1,0.167654229819951
"BOOKER","slashed",1,0.489506042082134
"BOOKER","slavery",1,0.157845349750885
"BOOKER","sleeping",1,0.375103414076445
"BOOKER","Smith",1,0.203347504805758
"BOOKER","sobered",1,1.12823941664108
"BOOKER","solution",1,0.0165340412685051
"BOOKER","solving",1,0.160181228566296
"BOOKER","Someone",1,0.257213763936278
"BOOKER","sometimes",1,0.027215903588339
"BOOKER","South",1,-0.0403022712912696
"BOOKER","SP",1,0.601472128759719
"BOOKER","Spanish",1,0.0906914032959161
"BOOKER","speak",1,-0.00335379537483015
"BOOKER","special",1,-0.0373533332431511
"BOOKER","specific",1,-0.00486419275632313
"BOOKER","specifically",1,0.0227799540333784
"BOOKER","spectacle",1,0.693948348035323
"BOOKER","spectacular",1,0.452089866421092
"BOOKER","spending",1,-0.0910877025445548
"BOOKER","spent",1,-0.0255824640643905
"BOOKER","spouses",1,0.356595541623216
"BOOKER","Stabenow",1,1.12823941664108
"BOOKER","staff",1,0.119511555149475
"BOOKER","stake",1,0.0595409047659529
"BOOKER","staring",1,0.843430668225529
"BOOKER","starting",1,0.0393708815980178
"BOOKER","statement",1,-0.00523662191717416
"BOOKER","status",1,0.0428267578873063
"BOOKER","stay",1,-0.0208214928090204
"BOOKER","Stephenson",1,1.12823941664108
"BOOKER","stepped",1,0.191973338113942
"BOOKER","stonewalling",1,0.843430668225529
"BOOKER","story",1,0.0319928550382122
"BOOKER","Strategies",1,1.12823941664108
"BOOKER","Street",1,-0.0297961158636367
"BOOKER","Street's",1,0.489506042082134
"BOOKER","strength",1,-0.00102318053510115
"BOOKER","strip",1,0.301685696879003
"BOOKER","Strom",1,0.537321210333913
"BOOKER","strongest",1,0.0667032584505525
"BOOKER","strongly",1,0.0227799540333784
"BOOKER","stubborn",1,0.375103414076445
"BOOKER","student",1,0.0371708696509026
"BOOKER","sub",1,0.34039521169214
"BOOKER","subjecting",1,0.843430668225529
"BOOKER","sublimated",1,1.12823941664108
"BOOKER","substantive",1,0.181970152652547
"BOOKER","suburbs",1,0.375103414076445
"BOOKER","such",1,-0.0262780922443016
"BOOKER","suddenly",1,0.185170252315214
"BOOKER","suffering",1,0.109572366513801
"BOOKER","suicides",1,0.693948348035323
"BOOKER","supporting",1,0.031334214201218
"BOOKER","Sure",1,0.0649742809262433
"BOOKER","surge",1,0.0540754961978908
"BOOKER","surrender",1,0.160181228566296
"BOOKER","surrenders",1,1.12823941664108
"BOOKER","survivors",1,0.452089866421092
"BOOKER","switch",1,0.178892317568512
"BOOKER","takes",1,0.00284083864498819
"BOOKER","talked",1,-0.0532652920277379
"BOOKER","tapped",1,0.396535523642036
"BOOKER","targeted",1,0.139605138784534
"BOOKER","targeting",1,0.264730367822415
"BOOKER","tariff",1,0.167654229819951
"BOOKER","tariffs",1,0.120864653142974
"BOOKER","tax",1,-0.207436849090546
"BOOKER","taxes",1,-0.123813121704215
"BOOKER","team",1,0.072203823883739
"BOOKER","temporary",1,0.181970152652547
"BOOKER","tenants",1,1.12823941664108
"BOOKER","tens",1,0.0841588808715527
"BOOKER","term",1,-0.0377129327461967
"BOOKER","terms",1,-0.0398375741613488
"BOOKER","terrorism",1,0.0064998631563537
"BOOKER","test",1,0.0222115734774615
"BOOKER","thank",1,-0.0944411189529827
"BOOKER","thanks",1,0.0432230984319404
"BOOKER","Their",1,0.106199578742422
"BOOKER","themselves",1,-0.0154099737458676
"BOOKER","Then",1,0.0191741151099766
"BOOKER","Think",1,0.157845349750885
"BOOKER","thinking",1,0.0375320961770425
"BOOKER","though",1,-0.0208214928090204
"BOOKER","thought",1,-0.0393702147270959
"BOOKER","thoughts",1,0.147154647285531
"BOOKER","threaten",1,0.139605138784534
"BOOKER","threatening",1,0.185170252315214
"BOOKER","three",1,-0.0931783829551016
"BOOKER","Thurmond",1,0.601472128759719
"BOOKER","tires",1,0.421767096290443
"BOOKER","tonight",1,-0.0963422444263137
"BOOKER","toss",1,0.167654229819951
"BOOKER","toughest",1,0.126564278578159
"BOOKER","towards",1,0.072846561235197
"BOOKER","Trade",1,0.106199578742422
"BOOKER","tragedies",1,0.25022020838034
"BOOKER","trail",1,0.109572366513801
"BOOKER","transformative",1,0.421767096290443
"BOOKER","transformed",1,0.356595541623216
"BOOKER","translate",1,0.272840958851771
"BOOKER","transparency",1,0.181970152652547
"BOOKER","treated",1,0.0768504718185141
"BOOKER","treats",1,0.34039521169214
"BOOKER","triangle",1,0.375103414076445
"BOOKER","Triangle",1,0.843430668225529
"BOOKER","tries",1,0.22129847612144
"BOOKER","Trudeau's",1,1.12823941664108
"BOOKER","true",1,-0.0301918374389042
"BOOKER","truly",1,0.0678836656274007
"BOOKER","trust",1,-0.0221505112156927
"BOOKER","turf",1,0.601472128759719
"BOOKER","turned",1,0.0239324163265151
"BOOKER","tweet",1,0.291203330436398
"BOOKER","tweets",1,0.313235984134313
"BOOKER","twice",1,0.047334984474395
"BOOKER","UAW",1,0.281630782265366
"BOOKER","ultimately",1,0.0574962666090474
"BOOKER","Um",1,0.489506042082134
"BOOKER","unaffordable",1,0.601472128759719
"BOOKER","underestimate",1,0.537321210333913
"BOOKER","underfunded",1,0.421767096290443
"BOOKER","understanding",1,0.0585100061513403
"BOOKER","understands",1,0.047334984474395
"BOOKER","unfortunately",1,0.0585100061513403
"BOOKER","unilaterally",1,0.211866985122837
"BOOKER","united",1,0.153381681441794
"BOOKER","uniting",1,0.537321210333913
"BOOKER","unity",1,0.191973338113942
"BOOKER","universal",1,0.0064998631563537
"BOOKER","unrealistic",1,0.281630782265366
"BOOKER","UNTRANSLATED",1,0.396535523642036
"BOOKER","upon",1,0.00716726637342082
"BOOKER","urkes",1,1.12823941664108
"BOOKER","VA",1,0.165081148406923
"BOOKER","vacuum",1,0.139605138784534
"BOOKER","Valeria",1,0.489506042082134
"BOOKER","valuable",1,0.237573040909058
"BOOKER","versions",1,0.693948348035323
"BOOKER","veterans",1,0.0194442790672329
"BOOKER","vice",1,-0.0112782339844324
"BOOKER","victory",1,0.0960764994301933
"BOOKER","viewer's",1,1.12823941664108
"BOOKER","violate",1,0.147154647285531
"BOOKER","violating",1,0.25022020838034
"BOOKER","Virginia",1,0.0915577621166958
"BOOKER","visit",1,0.157845349750885
"BOOKER","vote",1,-0.0808239105691441
"BOOKER","wage",1,0.0106108393365105
"BOOKER","waiting",1,0.072203823883739
"BOOKER","waiver",1,0.257213763936278
"BOOKER","walk",1,0.047334984474395
"BOOKER","Wall",1,-0.0255824640643905
"BOOKER","War",1,-0.00867748614829861
"BOOKER","Washington",1,-0.107982313259288
"BOOKER","watching",1,0.0263031164942105
"BOOKER","ways",1,-0.0122920796107053
"BOOKER","We're",1,-0.126511495676025
"BOOKER","We've",1,-0.0907468565795498
"BOOKER","wealthiest",1,0.0881614729564507
"BOOKER","well",1,-0.13254930784161
"BOOKER","What",1,-0.142876121682597
"BOOKER","Which",1,0.0826268919710569
"BOOKER","While",1,0.160181228566296
"BOOKER","whites",1,0.21645834525034
"BOOKER","who's",1,-0.0401863445447383
"BOOKER","whoever",1,0.111921135024505
"BOOKER","wholeheartedly",1,0.693948348035323
"BOOKER","whose",1,0.0627425419465414
"BOOKER","Wisconsin",1,0.128066685853346
"BOOKER","witnessed",1,0.489506042082134
"BOOKER","word",1,-0.00430171197635685
"BOOKER","words",1,-0.00615892472100092
"BOOKER","worker",1,0.0522037787580726
"BOOKER","workers",1,-0.0316257384953258
"BOOKER","works",1,-0.0076093323504444
"BOOKER","worst",1,0.027215903588339
"BOOKER","worthy",1,0.19938374168258
"BOOKER","wouldn't",1,-0.0304545291683071
"BOOKER","writing",1,0.15124674089013
"BOOKER","year",1,-0.141721619671707
"BOOKER","yes",1,-0.0437062808260547
"BOOKER","Yes",1,-0.0755330500795507
"BOOKER","you'll",1,0.00242338997298398
"KAMALA HARRIS","1.4",1,0.280520818385374
"KAMALA HARRIS","100,000",1,0.0607798308750425
"KAMALA HARRIS","12,000",1,0.194083252737242
"KAMALA HARRIS","13",1,0.0838807205307058
"KAMALA HARRIS","13,500",1,1.1279738629933
"KAMALA HARRIS","1963",1,0.536704118422186
"KAMALA HARRIS","2,700",1,0.488833363051831
"KAMALA HARRIS","2021",1,0.325079445728019
"KAMALA HARRIS","2030",1,0.39571942644717
"KAMALA HARRIS","20th",1,0.168626329414446
"KAMALA HARRIS","26",1,0.12598425098443
"KAMALA HARRIS","32",1,0.23051203111393
"KAMALA HARRIS","4",1,-0.0225086415151976
"KAMALA HARRIS","4,000",1,0.186941947065896
"KAMALA HARRIS","5,000",1,0.108444241509778
"KAMALA HARRIS","500",1,0.0699557200249599
"KAMALA HARRIS","53",1,0.339457899691816
"KAMALA HARRIS","58",1,0.256012142783975
"KAMALA HARRIS","6",1,0.0465673903011609
"KAMALA HARRIS","61",1,0.39571942644717
"KAMALA HARRIS","72",1,0.236286305955843
"KAMALA HARRIS","80",1,0.0680109485674411
"KAMALA HARRIS","911",1,0.600916682780661
"KAMALA HARRIS","94",1,0.186941947065896
"KAMALA HARRIS","A",1,-0.0665859464308038
"KAMALA HARRIS","above",1,0.0613517838991805
"KAMALA HARRIS","absolutely",1,-0.0462245525929322
"KAMALA HARRIS","abuser",1,0.843032337592731
"KAMALA HARRIS","accountability",1,0.078391113072824
"KAMALA HARRIS","acknowledge",1,0.118699195094405
"KAMALA HARRIS","active",1,0.0985130242578108
"KAMALA HARRIS","activists",1,0.263558497663441
"KAMALA HARRIS","address",1,-0.00970594871459386
"KAMALA HARRIS","admitted",1,0.194083252737242
"KAMALA HARRIS","adopt",1,0.160840473327093
"KAMALA HARRIS","adults",1,0.135857874675195
"KAMALA HARRIS","advocate",1,0.0822637790102103
"KAMALA HARRIS","afraid",1,0.0558531298605936
"KAMALA HARRIS","age",1,0.0141336717988286
"KAMALA HARRIS","agency",1,0.109644526519908
"KAMALA HARRIS","ago",1,-0.0995371978214949
"KAMALA HARRIS","aisle",1,0.104966887602829
"KAMALA HARRIS","alliance",1,0.197893689067867
"KAMALA HARRIS","allowed",1,-0.00126038703852476
"KAMALA HARRIS","alone",1,0.040505409446304
"KAMALA HARRIS","ammunition",1,0.300641329990906
"KAMALA HARRIS","Angeles",1,0.106106080631216
"KAMALA HARRIS","answer",1,-0.110734818716496
"KAMALA HARRIS","anything",1,-0.0583086073623049
"KAMALA HARRIS","apart",1,0.0926344370159578
"KAMALA HARRIS","architect",1,0.290125661845942
"KAMALA HARRIS","arrested",1,0.174281303674625
"KAMALA HARRIS","arsenal",1,0.312226026744403
"KAMALA HARRIS","asking",1,-0.0129351277912816
"KAMALA HARRIS","assault",1,0.064896820645665
"KAMALA HARRIS","asylum",1,0.180366086744773
"KAMALA HARRIS","ATF",1,0.693463515232688
"KAMALA HARRIS","attempt",1,0.147303874465089
"KAMALA HARRIS","attention",1,0.0409196679022614
"KAMALA HARRIS","auto",1,0.0830671693210732
"KAMALA HARRIS","Auto",1,0.488833363051831
"KAMALA HARRIS","away",1,-0.0735821410726711
"KAMALA HARRIS","Babies",1,0.843032337592731
"KAMALA HARRIS","baby",1,0.0917040161380151
"KAMALA HARRIS","backs",1,0.127537169222101
"KAMALA HARRIS","badly",1,0.120096286638054
"KAMALA HARRIS","ban",1,0.0281580864139258
"KAMALA HARRIS","banks",1,0.00515572524304488
"KAMALA HARRIS","banned",1,0.271699619397577
"KAMALA HARRIS","barracks",1,0.374244970020456
"KAMALA HARRIS","beans",1,0.536704118422186
"KAMALA HARRIS","beat",1,0.0223062118803302
"KAMALA HARRIS","become",1,-0.0432433464901778
"KAMALA HARRIS","becomes",1,0.0985130242578108
"KAMALA HARRIS","Before",1,0.0898821149916446
"KAMALA HARRIS","believed",1,0.0791471440946917
"KAMALA HARRIS","believes",1,0.030585298441774
"KAMALA HARRIS","benefiting",1,0.300641329990906
"KAMALA HARRIS","Bennet",1,0.183588330480643
"KAMALA HARRIS","Bennet's",1,1.1279738629933
"KAMALA HARRIS","Berkley",1,1.1279738629933
"KAMALA HARRIS","Beto",1,0.339457899691816
"KAMALA HARRIS","bins",1,0.843032337592731
"KAMALA HARRIS","blue",1,0.145267683499766
"KAMALA HARRIS","Board",1,0.180366086744773
"KAMALA HARRIS","bold",1,0.0630994238503721
"KAMALA HARRIS","Booker",1,0.127537169222101
"KAMALA HARRIS","books",1,0.100595318996292
"KAMALA HARRIS","boys",1,0.168626329414446
"KAMALA HARRIS","bringing",1,0.00911191643569832
"KAMALA HARRIS","brown",1,0.256012142783975
"KAMALA HARRIS","Brown",1,0.168626329414446
"KAMALA HARRIS","built",1,0.0245195399336851
"KAMALA HARRIS","bunch",1,0.073335668513293
"KAMALA HARRIS","burning",1,0.256012142783975
"KAMALA HARRIS","busing",1,0.325079445728019
"KAMALA HARRIS","bussed",1,1.1279738629933
"KAMALA HARRIS","buy",1,-0.0272624292773925
"KAMALA HARRIS","calls",1,0.0590944502477257
"KAMALA HARRIS","cancer",1,0.0863848684769866
"KAMALA HARRIS","captured",1,0.201881320407503
"KAMALA HARRIS","car",1,0.0917040161380151
"KAMALA HARRIS","carbon",1,0.103846790209716
"KAMALA HARRIS","carriers",1,0.488833363051831
"KAMALA HARRIS","centers",1,0.143286189432906
"KAMALA HARRIS","changed",1,-0.00213030754749982
"KAMALA HARRIS","chapter",1,0.355696783231779
"KAMALA HARRIS","charged",1,0.151551650136128
"KAMALA HARRIS","check",1,0.0229309352896216
"KAMALA HARRIS","chief",1,-0.0233215616556837
"KAMALA HARRIS","cleaning",1,0.225071251920685
"KAMALA HARRIS","climbed",1,0.693463515232688
"KAMALA HARRIS","clock",1,0.186941947065896
"KAMALA HARRIS","closet",1,1.1279738629933
"KAMALA HARRIS","closing",1,0.00491595294612697
"KAMALA HARRIS","code",1,0.00588014712696869
"KAMALA HARRIS","collect",1,0.183588330480643
"KAMALA HARRIS","collectively",1,0.312226026744403
"KAMALA HARRIS","colleges",1,0.0955079188291766
"KAMALA HARRIS","comes",1,-0.0608367857286676
"KAMALA HARRIS","coming",1,-0.0719244862563658
"KAMALA HARRIS","commit",1,0.0574529544968483
"KAMALA HARRIS","communities",1,0.00563781562597268
"KAMALA HARRIS","complete",1,0.0693008086154275
"KAMALA HARRIS","completely",1,0.033107996262704
"KAMALA HARRIS","complicated",1,0.0964944425064225
"KAMALA HARRIS","conditions",1,0.0479456640572923
"KAMALA HARRIS","conducts",1,0.693463515232688
"KAMALA HARRIS","confinement",1,0.843032337592731
"KAMALA HARRIS","confront",1,0.107264984127901
"KAMALA HARRIS","confused",1,0.194083252737242
"KAMALA HARRIS","Congressman",1,-0.0899730268795896
"KAMALA HARRIS","consent",1,0.23051203111393
"KAMALA HARRIS","consequence",1,0.0872416377859737
"KAMALA HARRIS","consequences",1,0.058542521630447
"KAMALA HARRIS","contrast",1,0.112111037416992
"KAMALA HARRIS","contributing",1,0.210449745306182
"KAMALA HARRIS","control",1,-0.0686214935185135
"KAMALA HARRIS","corner",1,0.210449745306182
"KAMALA HARRIS","Correct",1,0.236286305955843
"KAMALA HARRIS","Cory",1,0.355696783231779
"KAMALA HARRIS","counterparts",1,0.536704118422186
"KAMALA HARRIS","couple",1,-0.0114333910020793
"KAMALA HARRIS","courageous",1,0.263558497663441
"KAMALA HARRIS","courageously",1,0.693463515232688
"KAMALA HARRIS","course",1,-0.083926006721655
"KAMALA HARRIS","covers",1,0.219931937337843
"KAMALA HARRIS","cowards",1,0.600916682780661
"KAMALA HARRIS","coworker",1,1.1279738629933
"KAMALA HARRIS","coyote",1,1.1279738629933
"KAMALA HARRIS","creating",1,0.0258190637254397
"KAMALA HARRIS","criticism",1,0.0935783106710554
"KAMALA HARRIS","crouch",1,0.843032337592731
"KAMALA HARRIS","current",1,0.00420164875515519
"KAMALA HARRIS","curtain",1,0.843032337592731
"KAMALA HARRIS","cut",1,-0.120977318501281
"KAMALA HARRIS","dare",1,0.39571942644717
"KAMALA HARRIS","de",1,0.109644526519908
"KAMALA HARRIS","dealers",1,0.190436662984496
"KAMALA HARRIS","debt",1,-0.0609406717203407
